Sigla Aerea;NumeroAssentos;Origem;Destino;Partida Prevista;Situacao Chegada
TAM;144;SBJP;SBSP;18/02/2025 17:30;Atraso 60-120
TAM;180;SBFZ;SBGR;18/02/2025 03:45;Antecipado
TAM;180;SBSP;SBGO;18/02/2025 06:35;Antecipado
TAM;180;SBGO;SBSP;18/02/2025 08:50;Antecipado
TAM;180;SBLO;SBGR;18/02/2025 10:05;Antecipado
TAM;144;SBGR;SBLO;18/02/2025 17:25;
TAM;144;SBLO;SBGR;18/02/2025 19:30;
TAM;144;SBJP;SBGR;18/02/2025 17:50;Atraso 30-60
TAM;180;SBGR;SBIZ;18/02/2025 23:50;
TAM;180;SBGR;SBJE;18/02/2025 12:20;Pontual
TAM;180;SBJE;SBGR;18/02/2025 16:30;
TAM;174;SBJE;SBGL;;
TAM;180;SBSP;SBGO;18/02/2025 10:15;Antecipado
TAM;180;SBGO;SBSP;18/02/2025 12:40;Pontual
TAM;180;SBSP;SBSR;18/02/2025 09:50;Antecipado
TAM;180;SBSR;SBSP;18/02/2025 12:00;Antecipado
TAM;180;SBCT;SBPA;18/02/2025 15:25;Antecipado
TAM;180;SBPA;SBCT;18/02/2025 13:30;Antecipado
TAM;180;SBPA;SBGR;18/02/2025 04:35;Antecipado
TAM;180;SBCT;SBFI;18/02/2025 15:20;Atraso 30-60
TAM;180;SBFI;SBCT;18/02/2025 13:35;Atraso 30-60
TAM;180;SBSV;SBFZ;18/02/2025 11:45;Antecipado
TAM;180;SBFZ;SBSV;18/02/2025 14:40;Antecipado
TAM;180;SBGR;SBCT;18/02/2025 20:55;Atraso 60-120
TAM;180;SBCT;SBGR;18/02/2025 17:05;Atraso 30-60
TAM;180;SBRF;SBFZ;18/02/2025 12:05;Pontual
TAM;180;SBFZ;SBRF;18/02/2025 14:10;Pontual
TAM;144;SBTE;SBFZ;18/02/2025 12:00;Pontual
TAM;180;SBFZ;SBTE;18/02/2025 14:15;Antecipado
TAM;180;SBJP;SBBR;18/02/2025 04:20;Antecipado
TAM;224;SBSG;SBBR;18/02/2025 15:55;Antecipado
TAM;180;SBBR;SBMA;18/02/2025 01:00;Antecipado
TAM;180;SBMA;SBBR;18/02/2025 05:00;Antecipado
TAM;180;SBBR;SBJP;18/02/2025 08:25;Antecipado
TAM;180;SBJP;SBBR;18/02/2025 11:45;Antecipado
TAM;224;SBGR;SBFZ;18/02/2025 15:15;Pontual
TAM;224;SBFZ;SBGR;18/02/2025 19:25;Pontual
TAM;180;SBSL;SBFZ;18/02/2025 11:55;Pontual
TAM;180;SBFZ;SBSL;18/02/2025 14:35;Antecipado
TAM;224;SBFL;SBGR;18/02/2025 07:05;Antecipado
TAM;180;SBBR;SBIZ;18/02/2025 15:15;Antecipado
TAM;180;SBIZ;SBBR;18/02/2025 17:50;Antecipado
TAM;180;SBGR;SBPF;18/02/2025 17:40;Atraso 30-60
TAM;180;SBPF;SBGR;18/02/2025 20:00;Atraso 120-240
TAM;180;SBGL;SBFZ;18/02/2025 10:20;Antecipado
TAM;180;SBFZ;SBGL;18/02/2025 14:30;Antecipado
TAM;224;SBFZ;SBSG;18/02/2025 14:10;Antecipado
TAM;224;SBSG;SBFZ;18/02/2025 11:55;Antecipado
TAM;180;SBBE;SBFZ;18/02/2025 11:45;Pontual
TAM;180;SBFZ;SBBE;18/02/2025 14:20;Antecipado
TAM;224;SBFZ;SBEG;18/02/2025 14:20;Antecipado
TAM;224;SBBR;SBGR;18/02/2025 14:55;Atraso 120-240
TAM;172;SBBR;SBBR;;
TAM;224;SBGR;SBBR;18/02/2025 17:40;
TAM;144;SBSP;SBRJ;18/02/2025 13:15;Pontual
TAM;216;SBMO;SBKP;;
TAM;216;SBKP;SBGR;;
TAM;224;SBMO;SBGR;18/02/2025 12:35;
TAM;144;SBGR;SBCG;18/02/2025 07:25;Antecipado
TAM;144;SBCG;SBGR;18/02/2025 09:55;Antecipado
TAM;144;SBBR;SBRJ;18/02/2025 09:30;Antecipado
TAM;180;SBSP;SBBR;18/02/2025 07:30;Antecipado
TAM;180;SBGR;SBGO;18/02/2025 12:10;Antecipado
TAM;170;SBGO;SBRP;;
TAM;180;SBGO;SBGR;18/02/2025 14:35;
TAM;170;SBRP;SBGR;;
TAM;224;SBGR;SBGO;18/02/2025 17:10;Atraso 30-60
TAM;224;SBGO;SBGR;18/02/2025 19:30;Atraso 60-120
TAM;224;SBGR;SBGO;18/02/2025 23:15;Atraso 30-60
TAM;224;SBGO;SBGR;18/02/2025 04:50;Antecipado
TAM;180;SBJU;SBGR;18/02/2025 05:10;Antecipado
TAM;144;SBGR;SBRJ;18/02/2025 08:05;Pontual
TAM;224;SBGR;SBCF;18/02/2025 13:25;
TAM;224;SBCF;SBGR;18/02/2025 15:20;
TAM;180;SBGR;SBCF;18/02/2025 12:30;Pontual
TAM;180;SBCF;SBGR;18/02/2025 14:25;Atraso 60-120
TAM;180;SBGR;SBCF;18/02/2025 16:40;Atraso 30-60
TAM;224;SBCF;SBGR;18/02/2025 19:55;
TAM;224;SBGR;SBEG;18/02/2025 07:55;Antecipado
TAM;180;SBCF;SBGR;18/02/2025 04:35;Antecipado
TAM;224;SBGR;SBEG;18/02/2025 18:55;Pontual
TAM;224;SBEG;SBGR;18/02/2025 19:10;Atraso 30-60
TAM;180;SBGR;SBPV;18/02/2025 13:05;Pontual
TAM;180;SBPV;SBGR;18/02/2025 17:40;Atraso 30-60
TAM;180;SBMQ;SBBE;18/02/2025 00:45;Antecipado
TAM;180;SBBE;SBMQ;18/02/2025 02:20;Pontual
TAM;180;SBBR;SBPJ;18/02/2025 16:45;Antecipado
TAM;180;SBPJ;SBBR;18/02/2025 18:45;Antecipado
TAM;180;SBBR;SBRB;18/02/2025 08:25;Antecipado
TAM;180;SBRB;SBBR;18/02/2025 12:35;Antecipado
TAM;180;SBGR;SBIZ;18/02/2025 07:30;
TAM;180;SBIZ;SBGR;18/02/2025 11:15;
TAM;180;SBGR;SBSV;18/02/2025 22:20;Antecipado
TAM;180;SBGL;SBGR;18/02/2025 22:25;Atraso 30-60
TAM;180;SBGL;SBPA;18/02/2025 18:00;Antecipado
TAM;180;SBPA;SBGL;18/02/2025 20:45;Atraso 30-60
TAM;180;SBBR;SBSP;18/02/2025 07:25;Antecipado
TAM;180;SBNF;SBGR;18/02/2025 10:15;Antecipado
TAM;144;SBSP;SBBR;18/02/2025 09:00;Antecipado
TAM;180;SBGR;SBPJ;18/02/2025 07:20;Pontual
TAM;180;SBPJ;SBGR;18/02/2025 10:20;Antecipado
TAM;180;SBGR;SBSL;18/02/2025 12:45;Pontual
TAM;172;SBSL;SBGL;;
TAM;172;SBGL;SBGR;;
TAM;180;SBSL;SBGR;18/02/2025 17:00;
TAM;180;SBSP;SBGO;18/02/2025 18:15;Antecipado
TAM;180;SBGO;SBSP;18/02/2025 20:35;Pontual
TAM;224;SBEG;SBGR;18/02/2025 12:30;Pontual
TAM;180;SBSP;SBSV;18/02/2025 06:45;Pontual
TAM;144;SBSV;SBSP;18/02/2025 03:30;Antecipado
TAM;180;SBSP;SBSV;18/02/2025 11:20;Pontual
TAM;180;SBSV;SBSP;18/02/2025 15:00;Antecipado
TAM;180;SBSP;SBSV;18/02/2025 15:15;Pontual
TAM;180;SBSP;SBSV;18/02/2025 09:10;Pontual
TAM;180;SBSV;SBSP;18/02/2025 12:45;Pontual
TAM;180;SBSP;SBSV;18/02/2025 21:40;Pontual
TAM;180;SBSV;SBSP;18/02/2025 18:45;Atraso 30-60
TAM;224;SBGR;SBJP;18/02/2025 09:35;Antecipado
TAM;224;SBJP;SBGR;18/02/2025 13:35;Atraso 30-60
TAM;224;SBGR;SBCY;18/02/2025 09:45;Pontual
TAM;180;SBSP;SBVT;18/02/2025 06:35;Antecipado
TAM;180;SBVT;SBSP;18/02/2025 08:50;Antecipado
TAM;144;SBSP;SBVT;18/02/2025 08:25;Antecipado
TAM;180;SBVT;SBSP;18/02/2025 19:40;
TAM;180;SBSP;SBVT;18/02/2025 17:10;
TAM;180;SBVT;SBSP;18/02/2025 16:45;Antecipado
TAM;144;SBSP;SBVT;18/02/2025 20:55;Atraso 30-60
TAM;144;SBVT;SBSP;18/02/2025 06:15;Antecipado
TAM;224;SBGR;SBSV;18/02/2025 12:10;Antecipado
TAM;224;SBSV;SBGR;18/02/2025 15:25;Antecipado
TAM;180;SBGR;SBBR;18/02/2025 23:30;Atraso 60-120
TAM;224;SBBR;SBGR;18/02/2025 04:40;Antecipado
TAM;180;SBGL;SBVT;18/02/2025 06:25;Antecipado
TAM;180;SBGR;SBSI;18/02/2025 07:40;Antecipado
TAM;180;SBVT;SBGL;18/02/2025 08:10;Antecipado
TAM;180;SBGL;SBVT;18/02/2025 14:30;Antecipado
TAM;180;SBVT;SBGL;18/02/2025 16:15;Antecipado
TAM;180;SBBR;SBPV;18/02/2025 22:55;Pontual
TAM;180;SBPV;SBBR;18/02/2025 02:35;Antecipado
TAM;180;SBGL;SBSV;18/02/2025 08:50;Antecipado
TAM;180;SBSV;SBGL;18/02/2025 03:50;Antecipado
TAM;180;SBGL;SBSV;18/02/2025 22:05;Atraso 60-120
TAM;180;SBRB;SBBR;18/02/2025 02:20;Antecipado
TAM;180;SBGR;SBRF;18/02/2025 12:35;Pontual
TAM;180;SBRF;SBGR;18/02/2025 16:25;Atraso 60-120
TAM;180;SBFI;SBGL;18/02/2025 18:15;Pontual
TAM;144;SBSP;SBSV;18/02/2025 20:10;Antecipado
TAM;144;SBSV;SBSP;18/02/2025 05:10;Antecipado
TAM;180;SBGL;SBVT;18/02/2025 18:50;Antecipado
TAM;180;SBVT;SBGL;18/02/2025 20:40;Antecipado
TAM;180;SBGR;SBLO;18/02/2025 22:10;Atraso 60-120
TAM;180;SBLO;SBGR;18/02/2025 05:10;Antecipado
TAM;180;SBGL;SBRF;18/02/2025 07:00;Antecipado
TAM;180;SBRF;SBGL;18/02/2025 10:40;Antecipado
TAM;180;SBGR;SBGL;18/02/2025 09:45;Pontual
TAM;180;SBBR;SBBE;18/02/2025 08:30;Antecipado
TAM;180;SBBR;SBBE;18/02/2025 21:00;Pontual
TAM;180;SBBE;SBBR;18/02/2025 17:05;Antecipado
TAM;180;SBBR;SBPS;18/02/2025 09:10;Antecipado
TAM;180;SBPS;SBBR;18/02/2025 11:05;Antecipado
TAM;180;SBBR;SBBV;18/02/2025 20:55;Pontual
TAM;180;SBBV;SBBR;18/02/2025 01:35;Antecipado
TAM;144;SBSP;SBRF;18/02/2025 21:35;Atraso 30-60
TAM;180;SBRF;SBSP;18/02/2025 03:10;Antecipado
TAM;180;SBBR;SBCG;18/02/2025 08:35;Antecipado
TAM;180;SBCG;SBBR;18/02/2025 05:55;Antecipado
TAM;180;SBGR;SBFZ;18/02/2025 20:40;
TAM;180;SBBR;SBCF;18/02/2025 09:30;Antecipado
TAM;180;SBCF;SBBR;18/02/2025 18:35;Atraso 30-60
TAM;224;SBBR;SBCF;18/02/2025 20:35;Antecipado
TAM;180;SBCF;SBBR;18/02/2025 06:25;Antecipado
TAM;224;SBBR;SBGL;18/02/2025 09:00;Pontual
TAM;144;SBBR;SBFZ;18/02/2025 10:45;Antecipado
TAM;180;SBBR;SBFZ;18/02/2025 13:50;Antecipado
TAM;180;SBBR;SBFZ;18/02/2025 21:50;Pontual
TAM;180;SBBR;SBFL;18/02/2025 12:50;Antecipado
TAM;180;SBFL;SBBR;18/02/2025 10:25;Antecipado
TAM;224;SBFZ;SBBR;18/02/2025 04:40;Antecipado
TAM;144;SBFZ;SBBR;18/02/2025 14:15;Pontual
TAM;180;SBFZ;SBBR;18/02/2025 17:10;Antecipado
TAM;224;SBGR;SBAR;18/02/2025 17:25;Atraso 30-60
TAM;224;SBAR;SBGR;18/02/2025 20:55;Atraso 30-60
TAM;224;SBEG;SBBR;18/02/2025 04:25;Antecipado
TAM;180;SBBR;SBEG;18/02/2025 08:25;Antecipado
TAM;180;SBEG;SBBR;18/02/2025 12:10;Antecipado
TAM;224;SBBR;SBEG;18/02/2025 21:50;Pontual
TAM;180;SBGL;SBPS;18/02/2025 23:30;Atraso 30-60
TAM;180;SBPS;SBGL;18/02/2025 04:30;Antecipado
TAM;224;SBGO;SBBR;18/02/2025 06:20;Antecipado
TAM;180;SBBR;SBGO;18/02/2025 08:55;Antecipado
TAM;224;SBBR;SBGO;18/02/2025 21:05;Pontual
TAM;180;SBGO;SBBR;18/02/2025 18:55;Antecipado
TAM;224;SBBR;SBSG;18/02/2025 08:30;Pontual
TAM;224;SBBR;SBMO;18/02/2025 09:30;Antecipado
TAM;180;SBMO;SBBR;18/02/2025 17:35;Pontual
TAM;224;SBMO;SBBR;18/02/2025 05:20;Antecipado
TAM;144;SBBR;SBMQ;18/02/2025 22:30;Antecipado
TAM;180;SBMQ;SBBR;18/02/2025 04:15;Antecipado
TAM;180;SBCG;SBGR;18/02/2025 21:40;
TAM;180;SBBR;SBCT;18/02/2025 20:45;Antecipado
TAM;180;SBCT;SBBR;18/02/2025 05:40;Antecipado
TAM;224;SBBR;SBSV;18/02/2025 08:30;Antecipado
TAM;224;SBSV;SBBR;18/02/2025 11:10;Antecipado
TAM;224;SBBR;SBSG;18/02/2025 21:10;Antecipado
TAM;180;SBBR;SBGL;18/02/2025 20:35;Pontual
TAM;144;SBRJ;SBBR;18/02/2025 14:45;Antecipado
TAM;144;SBBR;SBRJ;18/02/2025 17:45;Antecipado
TAM;144;SBBR;SBRJ;18/02/2025 13:20;Pontual
TAM;144;SBBR;SBRJ;18/02/2025 15:30;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 21:20;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 09:20;Antecipado
TAM;224;SBGR;SBCF;18/02/2025 17:45;
TAM;144;SBBR;SBRJ;18/02/2025 06:50;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 06:05;Antecipado
TAM;144;SBBR;SBRJ;18/02/2025 17:10;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 15:45;Pontual
TAM;144;SBBR;SBRJ;18/02/2025 20:25;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 11:05;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 10:00;Pontual
TAM;144;SBBR;SBRJ;18/02/2025 12:20;Antecipado
TAM;180;SBSP;SBPA;18/02/2025 10:10;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 19:05;Antecipado
TAM;180;SBBR;SBSL;18/02/2025 08:45;Pontual
TAM;180;SBSL;SBBR;18/02/2025 16:40;Antecipado
TAM;180;SBBR;SBCG;18/02/2025 22:25;Antecipado
TAM;224;SBBR;SBSV;18/02/2025 14:40;Antecipado
TAM;224;SBSV;SBBR;18/02/2025 17:25;Antecipado
TAM;180;SBBR;SBSV;18/02/2025 20:35;Pontual
TAM;180;SBSV;SBBR;18/02/2025 05:35;Antecipado
TAM;180;SBGR;SBCG;18/02/2025 19:05;
TAM;224;SBGR;SBJU;18/02/2025 07:50;Pontual
TAM;224;SBJU;SBGR;18/02/2025 11:25;Antecipado
TAM;180;SBGR;SBPJ;18/02/2025 15:20;Atraso 30-60
TAM;180;SBPJ;SBGR;18/02/2025 18:25;Atraso 60-120
TAM;180;SBGR;SBSR;18/02/2025 15:20;Pontual
TAM;180;SBSR;SBGR;18/02/2025 17:40;Pontual
TAM;144;SBBR;SBSN;18/02/2025 23:50;Antecipado
TAM;144;SBSN;SBBR;18/02/2025 03:15;Antecipado
TAM;180;SBBR;SBSP;18/02/2025 08:10;Antecipado
TAM;180;SBSP;SBSV;18/02/2025 08:05;Antecipado
TAM;144;SBBR;SBTE;18/02/2025 09:10;Pontual
TAM;180;SBTE;SBBR;18/02/2025 04:15;Antecipado
TAM;180;SBBR;SBTE;18/02/2025 21:35;Antecipado
TAM;180;SBTE;SBBR;18/02/2025 16:05;Antecipado
TAM;180;SBGR;SBCA;18/02/2025 10:15;Antecipado
TAM;180;SBCA;SBGR;18/02/2025 12:30;Antecipado
TAM;140;SBRP;SBGR;;
TAM;144;SBMO;SBSP;18/02/2025 17:15;
TAM;140;SBMO;SBRP;;
TAM;180;SBBR;SBVT;18/02/2025 14:20;Antecipado
TAM;224;SBVT;SBBR;18/02/2025 18:10;Pontual
TAM;180;SBSP;SBCY;18/02/2025 19:50;Antecipado
TAM;180;SBGL;SBRF;18/02/2025 23:20;Atraso 30-60
TAM;180;SBRF;SBGL;18/02/2025 05:00;Antecipado
TAM;224;SBGR;SBGL;18/02/2025 17:45;Atraso 30-60
TAM;224;SBGL;SBGR;18/02/2025 19:55;Atraso 120-240
TAM;180;SBGL;SBFZ;18/02/2025 22:10;Pontual
TAM;224;SBFZ;SBGR;18/02/2025 14:30;Antecipado
TAM;180;SBCT;SBSP;18/02/2025 18:55;
TAM;180;SBFZ;SBGL;18/02/2025 02:10;Antecipado
TAM;180;SBGL;SBSG;18/02/2025 22:50;Atraso 30-60
TAM;144;SBSP;SBRJ;18/02/2025 06:15;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 06:10;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 06:45;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 06:35;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 07:15;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 06:50;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 08:15;Pontual
TAM;144;SBRJ;SBSP;18/02/2025 07:35;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 09:20;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 08:00;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 10:00;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 08:30;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 09:00;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 17:00;Antecipado
TAM;180;SBSP;SBCF;18/02/2025 13:30;Pontual
TAM;144;SBRJ;SBSP;18/02/2025 09:55;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 15:00;
TAM;144;SBRJ;SBSP;18/02/2025 17:05;Pontual
TAM;144;SBSP;SBRJ;18/02/2025 16:00;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 13:40;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 11:45;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 17:20;Pontual
TAM;144;SBRJ;SBSP;18/02/2025 12:35;Pontual
TAM;144;SBSP;SBRJ;18/02/2025 18:40;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 13:30;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 12:00;
TAM;144;SBRJ;SBSP;18/02/2025 15:00;Pontual
TAM;144;SBSP;SBRJ;18/02/2025 19:40;Antecipado
TAM;180;SBCF;SBSP;18/02/2025 17:40;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 16:20;Pontual
TAM;144;SBRJ;SBSP;18/02/2025 15:25;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 20:35;Atraso 30-60
TAM;144;SBRJ;SBSP;18/02/2025 17:40;Antecipado
TAM;144;SBSP;SBRJ;18/02/2025 20:55;Atraso 30-60
TAM;144;SBSP;SBRJ;18/02/2025 21:25;Pontual
TAM;144;SBRJ;SBSP;18/02/2025 18:45;Pontual
TAM;144;SBSP;SBRJ;18/02/2025 20:00;
TAM;144;SBRJ;SBSP;18/02/2025 20:45;Atraso 30-60
TAM;180;SBSP;SBCF;18/02/2025 19:25;Antecipado
TAM;144;SBRJ;SBSP;18/02/2025 19:35;Pontual
TAM;144;SBSP;SBRJ;18/02/2025 15:20;Pontual
TAM;144;SBRJ;SBSP;18/02/2025 16:45;
TAM;180;SBGL;SBPA;18/02/2025 07:10;Antecipado
TAM;180;SBPA;SBGL;18/02/2025 10:10;Pontual
TAM;180;SBSP;SBSR;18/02/2025 18:55;Antecipado
TAM;180;SBSR;SBSP;18/02/2025 20:35;Pontual
TAM;144;SBBR;SBAR;18/02/2025 22:00;Antecipado
TAM;144;SBAR;SBBR;18/02/2025 05:05;Antecipado
TAM;180;SBBR;SBSI;18/02/2025 15:05;Antecipado
TAM;180;SBSI;SBBR;18/02/2025 17:30;Antecipado
TAM;144;SBGR;SBRJ;18/02/2025 13:00;Antecipado
TAM;144;SBRJ;SBGR;18/02/2025 14:40;Atraso 120-240
TAM;138;SBRJ;SBRJ;;
TAM;180;SBSP;SBNF;18/02/2025 06:30;Antecipado
TAM;180;SBNF;SBSP;18/02/2025 08:15;Antecipado
TAM;144;SBGR;SBVT;18/02/2025 21:25;Atraso 60-120
TAM;144;SBVT;SBGR;18/02/2025 11:25;Antecipado
TAM;144;SBSP;SBGO;18/02/2025 08:45;Antecipado
TAM;144;SBGO;SBSP;18/02/2025 11:00;Antecipado
TAM;180;SBSV;SBSP;18/02/2025 11:15;Antecipado
TAM;224;SBCT;SBGR;18/02/2025 19:25;Atraso 30-60
TAM;224;SBCG;SBGR;18/02/2025 07:00;Antecipado
TAM;224;SBEG;SBFZ;18/02/2025 09:35;Antecipado
TAM;180;SBFZ;SBSP;18/02/2025 04:00;Antecipado
TAM;224;SBSL;SBGR;18/02/2025 02:55;Antecipado
TAM;180;SBGR;SBFL;18/02/2025 17:20;Atraso 120-240
TAM;174;SBRF;SBKP;;
TAM;224;SBRF;SBGR;18/02/2025 19:35;
TAM;180;SBSP;SBFI;18/02/2025 11:10;Atraso 30-60
TAM;180;SBGR;SBPL;18/02/2025 16:15;Pontual
TAM;180;SBGR;SBPA;18/02/2025 09:55;Pontual
TAM;224;SBPA;SBGR;18/02/2025 19:50;
TAM;180;SBBR;SBSP;18/02/2025 05:25;Antecipado
TAM;224;SBGR;SBSG;18/02/2025 20:45;Atraso 30-60
TAM;180;SBMO;SBGR;18/02/2025 18:25;Atraso 30-60
TAM;180;SBGR;SBLO;18/02/2025 08:10;Pontual
TAM;144;SBSP;SBRJ;18/02/2025 19:05;Pontual
TAM;144;SBGR;SBJP;18/02/2025 13:50;Pontual
TAM;180;SBVT;SBGR;18/02/2025 05:10;Antecipado
TAM;180;SBPA;SBSP;18/02/2025 20:25;Pontual
TAM;180;SBSV;SBSP;18/02/2025 17:30;Pontual
TAM;224;SBGR;SBCF;18/02/2025 22:30;Atraso 60-120
TAM;224;SBGR;SBEG;18/02/2025 01:00;Antecipado
TAM;180;SBSP;SBBR;18/02/2025 20:20;Pontual
TAM;224;SBGR;SBGL;18/02/2025 16:35;Pontual
TAM;224;SBGR;SBMO;18/02/2025 07:35;Atraso 30-60
TAM;224;SBGR;SBCT;18/02/2025 17:35;Atraso 30-60
TAM;224;SBCY;SBGR;18/02/2025 19:30;Atraso 30-60
TAM;144;SBRJ;SBSP;18/02/2025 14:00;
TAM;144;SBGR;SBMO;18/02/2025 13:40;Pontual
TAM;144;SBSP;SBFZ;18/02/2025 14:25;Pontual
TAM;138;SBUL;SBGR;;
TAM;144;SBFZ;SBSP;18/02/2025 18:50;
TAM;138;SBFZ;SBUL;;
TAM;180;SBSP;SBUL;18/02/2025 07:40;Antecipado
TAM;180;SBUL;SBSP;18/02/2025 09:35;Antecipado
TAM;144;SBRJ;SBBR;18/02/2025 17:55;Pontual
TAM;180;SBCY;SBSP;18/02/2025 05:05;Antecipado
TAM;180;SBGR;SBJV;18/02/2025 22:20;Atraso 60-120
TAM;180;SBJV;SBGR;18/02/2025 05:55;Antecipado
TAM;180;SBGR;SBJV;18/02/2025 08:00;Pontual
TAM;180;SBJV;SBGR;18/02/2025 09:55;Antecipado
TAM;180;SBGR;SBSR;18/02/2025 08:20;Antecipado
TAM;180;SBGR;SBSV;18/02/2025 08:25;Pontual
TAM;180;SBSP;SBBR;18/02/2025 11:30;Pontual
TAM;180;SBGR;SBAR;18/02/2025 07:15;Pontual
TAM;224;SBGL;SBBR;18/02/2025 11:55;Antecipado
TAM;180;SBSP;SBPS;18/02/2025 15:45;
TAM;144;SBRJ;SBSP;18/02/2025 18:10;Antecipado
TAM;224;SBGR;SBCT;18/02/2025 23:00;
TAM;180;SBPS;SBSP;18/02/2025 18:30;
TAM;224;SBCF;SBGR;18/02/2025 07:20;Antecipado
TAM;144;SBRJ;SBGR;18/02/2025 20:15;Atraso 60-120
TAM;180;SBSV;SBGL;18/02/2025 12:20;Antecipado
TAM;180;SBPS;SBGR;18/02/2025 17:50;Atraso 30-60
TAM;180;SBBR;SBSP;18/02/2025 06:45;Antecipado
TAM;224;SBGR;SBSV;18/02/2025 09:45;Pontual
TAM;144;SBVT;SBGR;18/02/2025 07:10;Antecipado
TAM;144;SBSP;SBBR;18/02/2025 15:00;Pontual
TAM;180;SBGR;SBJP;18/02/2025 22:55;Atraso 30-60
TAM;180;SBGL;SBBR;18/02/2025 06:00;Pontual
TAM;224;SBFL;SBGR;18/02/2025 11:45;Antecipado
TAM;180;SBSP;SBSG;18/02/2025 19:25;Pontual
TAM;144;SBSG;SBSP;18/02/2025 02:50;Antecipado
TAM;180;SBSP;SBFL;18/02/2025 09:40;Antecipado
TAM;180;SBFL;SBSP;18/02/2025 15:45;Antecipado
TAM;180;SBSP;SBBR;18/02/2025 17:30;Pontual
TAM;172;SBBR;SBGL;;
TAM;180;SBBR;SBSP;18/02/2025 20:00;
TAM;180;SBBR;SBSP;18/02/2025 15:30;Antecipado
TAM;180;SBSR;SBGR;18/02/2025 10:20;Antecipado
TAM;224;SBGR;SBSL;18/02/2025 07:30;Pontual
TAM;180;SBEG;SBGR;18/02/2025 02:10;Antecipado
TAM;224;SBFI;SBGR;18/02/2025 15:00;Pontual
TAM;224;SBCG;SBBR;18/02/2025 18:05;Pontual
TAM;180;SBMO;SBGR;18/02/2025 05:50;Antecipado
TAM;304;SBGR;SBFZ;18/02/2025 14:00;Pontual
TAM;300;SBFZ;SBCF;;
TAM;300;SBCF;SBGR;;
TAM;304;SBFZ;SBGR;18/02/2025 13:05;
TAM;180;SBSP;SBLO;18/02/2025 11:30;Atraso 30-60
TAM;174;SBSP;SBSP;;
TAM;218;SBKP;SBGR;;
TAM;224;SBCY;SBGR;18/02/2025 12:45;
TAM;218;SBCY;SBKP;;
TAM;180;SBGR;SPJC;18/02/2025 03:55;Antecipado
TAM;180;SPJC;SBGR;18/02/2025 02:40;Antecipado
TAM;224;SBGR;SUMU;18/02/2025 21:40;Atraso 60-120
TAM;180;SBGR;SCEL;18/02/2025 01:00;Antecipado
TAM;180;SBGR;SABE;18/02/2025 06:40;Antecipado
TAM;180;SABE;SBGR;18/02/2025 12:55;Atraso 60-120
TAM;180;SBGR;SABE;18/02/2025 13:55;Antecipado
TAM;180;SABE;SBGR;18/02/2025 18:20;Atraso 30-60
TAM;224;SBGR;SCEL;18/02/2025 13:25;Antecipado
TAM;224;SCEL;SBGR;18/02/2025 18:40;Pontual
TAM;180;SBGR;SPJC;18/02/2025 19:40;Pontual
TAM;180;SPJC;SBGR;18/02/2025 11:20;Atraso 60-120
TAM;304;FAOR;SBGR;18/02/2025 10:20;Antecipado
TAM;304;SBGR;LEMD;18/02/2025 23:35;
TAM;304;LFPG;SBGR;18/02/2025 08:00;Antecipado
TAM;304;SBGR;LFPG;18/02/2025 18:10;Atraso 120-240
TAM;363;SBGR;EDDF;18/02/2025 23:00;Atraso 60-120
TAM;363;EDDF;SBGR;18/02/2025 16:50;Antecipado
TAM;363;SBGR;LIMC;18/02/2025 18:00;Atraso 60-120
TAM;363;LIMC;SBGR;18/02/2025 08:00;Antecipado
TAM;363;SBGR;EGLL;18/02/2025 23:40;Pontual
TAM;363;EGLL;SBGR;18/02/2025 17:15;Antecipado
TAM;304;KLAX;SBGR;18/02/2025 17:50;Pontual
TAM;224;SBGR;SCEL;18/02/2025 15:55;Pontual
TAM;224;SCEL;SBGR;18/02/2025 21:05;Pontual
